Company Name,Rating,No_of_Reviews,No_of_Followers,Tags,Type,Year Founded,Company Size,HQ Location,Website,Company Type,company size category,Small,Medium,Large
Apotex,4.2,(728 reviews),7.1K followers ,"Pharmaceutical & Life Sciences, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,2003 (21 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Advanced Hair Studio,3.8,(41 reviews),0,"Medical Services / Hospital, Private, Foreign MNC, B2C",Private,1970 (54 yrs old),51-200,,https://www.advancedhairstudioindia.com/,Foreign MNC,Small,True,False,False
ANTOLIN,3.7,(227 reviews),510 followers ,"Automobile, Private, Foreign MNC, B2B",Private,1950 (74 yrs old),10001-50000,"Burgos, Castile-Le�n, Spain",https://www.antolin.com/en,Foreign MNC,Large,False,False,True
Hill International,4.0,(177 reviews),581 followers ,"Engineering & Construction, Architecture / Interior Design, Consulting, Public, Foreign MNC, B2B",Public,1976 (48 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
State Street,3.8,(2.2K reviews),5.8K followers ,"Financial Services, Internet, Private, Foreign MNC, B2C, B2B",Private,1792 (232 yrs old),10001-50000,"Boston, Massachusetts, United States (USA)",https://www.statestreet.com/home.html,Foreign MNC,Large,False,False,True
Exigent,3.8,(44 reviews),0,"Legal, Private, Foreign MNC, B2B",Private,2003 (21 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Ocwen Financial Corporation,4.1,(1K reviews),14K followers ,"Financial Services, Private, Foreign MNC, B2C, B2B",Private,1988 (36 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
MILLIMAN,3.6,(100 reviews),173 followers ,"Management Consulting, Consulting, Private, Foreign MNC, B2B",Private,1947 (77 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Mitel,3.7,(88 reviews),0,"Telecom / ISP, Private, Foreign MNC, B2C, B2B",Private,1972 (52 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Beckman Coulter,3.8,(118 reviews),499 followers ,"Medical Devices & Equipment, Manufacturing, Private, Foreign MNC, B2B",Private,1935 (89 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Thermo Fisher Scientific,3.9,(548 reviews),261 followers ,"Pharmaceutical & Life Sciences, Internet, Analytics / KPO / Research, Private, Foreign MNC, B2C",Private,1956 (68 yrs old),50001-100000,,https://www.thermofisher.com,Foreign MNC,Large,False,False,True
Microexcel,3.6,(124 reviews),132 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2001 (23 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
V Group,3.9,(38 reviews),134 followers ,"Ports & Shipping, IT Services & Consulting, Private, Foreign MNC, B2B",Private,1984 (40 yrs old),51-200,,http://www.vgroupinc.com,Foreign MNC,Small,True,False,False
Amadeus,3.9,(506 reviews),10.6K followers ,"IT Services & Consulting, Travel & Tourism, Private, Foreign MNC, B2B",Private,1987 (37 yrs old),10001-50000,,https://amadeus.in/,Foreign MNC,Large,False,False,True
Openwave Computing Services,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1997 (27 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Rexus Group,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2017 (7 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Burns & McDonnell,4.3,(252 reviews),192 followers ,"Engineering & Construction, Architecture / Interior Design, Private, Foreign MNC, B2B",Private,1898 (126 yrs old),5001-10000,,https://www.burnsmcd.com/,Foreign MNC,Medium,False,True,False
Netscribes,,,253 followers ,"Analytics / KPO / Research, IT Services & Consulting, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),1001-5000,,https://www.netscribes.com/,Foreign MNC,Medium,False,True,False
Maxima Consulting,4.0,(21 reviews),864 followers ,"IT Services & Consulting, Consulting, Foreign MNC, B2B",,1993 (31 yrs old),,,,Foreign MNC,,False,False,False
IKEA,4.1,(382 reviews),1.1K followers ,"Retail, Furniture & Furnishing, Private, Foreign MNC, B2C, B2B",Private,1943 (81 yrs old),10001-50000,"Delft, Zuid-Holland",https://www.ikea.com/in/en/,Foreign MNC,Large,False,False,True
3M India,4.3,(473 reviews),1.7K followers ,"Electronics Manufacturing, Public, Foreign MNC, B2B, Conglomerate",Public,1987 (37 yrs old),100001+,,http://www.3m.com,Foreign MNC,Large,False,False,True
Puma,4.3,(561 reviews),25.7K followers ,"Textile & Apparel, Consumer goods, Retail, Private, Foreign MNC, B2C",Private,1948 (76 yrs old),10001-50000,,http://www.puma.com,Foreign MNC,Large,False,False,True
Microquery,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2010 (14 yrs old),51-200,,http://www.microquery.com,Foreign MNC,Small,True,False,False
Fidelity International,4.1,(484 reviews),720 followers ,"Investment Banking / Venture Capital / Private Equity, Private, Foreign MNC, B2C",Private,1969 (55 yrs old),5001-10000,"London, England",https://www.fidelity.co.in/,Foreign MNC,Medium,False,True,False
Havas Media,,,274 followers ,"Advertising & Marketing, Advertising / PR / Events, Foreign MNC, B2B",,1978 (46 yrs old),,,,Foreign MNC,,False,False,False
Magna Infotech,,,438 followers ,"Automobile, Recruitment / Staffing, Foreign MNC, B2B, Conglomerate",Private,1997 (27 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Diebold,3.9,(504 reviews),23.3K followers ,"IT Services & Consulting, Private, Foreign MNC, B2C, B2B",Private,1992 (32 yrs old),10001-50000, Mumbai,http://www.dieboldnixdorf.com,Foreign MNC,Large,False,False,True
Tecnimont,3.8,(423 reviews),7.1K followers ,"Engineering & Construction, Private, Foreign MNC, B2B",Private,2005 (19 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Wilo Mather and Platt Pumps,4.2,(158 reviews),4K followers ,"Industrial Equipment / Machinery, Public, Foreign MNC, B2B",Public,1870 (154 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Clearpack,4.0,(152 reviews),0,"Industrial Equipment / Machinery, Private, Foreign MNC, B2B",Private,1991 (33 yrs old),201-500,,https://www.clearpack.com/,Foreign MNC,Medium,False,True,False
OPTITEX,3.7,(3 reviews),0,"Animation & VFX, Private, Foreign MNC, B2B",Private,1988 (36 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Mr Cooper,4.1,(303 reviews),337 followers ,"Financial Services, Private, Foreign MNC, B2C",Private,1994 (30 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Exo Edge India,4.1,(167 reviews),0,"BPO / Call Centre, Legal, Analytics / KPO / Research, IT Services & Consulting, Accounting / Auditing, Foreign MNC, B2B",,2017 (7 yrs old),Nov-50,"Mohali, Punjab",https://www.exoedge.com/,Foreign MNC,Small,True,False,False
vivo,4.1,(4K reviews),18.9K followers ,"Consumer Electronics & Appliances, Electronics Manufacturing, Private, Foreign MNC, B2C, B2B, Conglomerate",Private,2009 (15 yrs old),10001-50000,,https://www.vivo.com/,Foreign MNC,Large,False,False,True
BHS Corrugated India,4.5,(11 reviews),532 followers ,"Industrial Equipment / Machinery, Private, Foreign MNC, B2B, SaaS",Private,2011 (13 yrs old),1001-5000,,https://www.bhs-world.com/,Foreign MNC,Medium,False,True,False
RLE INTERNATIONAL ,,,170 followers ,"Auto Components, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,1985 (39 yrs old),1001-5000,"Bangalore / Bengaluru, Karnataka",http://www.rle.international,Foreign MNC,Medium,False,True,False
Teknowledge Software,4.9,(6 reviews),320 followers ,"IT Services & Consulting, Software Product, Private, Foreign MNC, B2B",Private,2006 (18 yrs old),Nov-50,,,Foreign MNC,Small,True,False,False
Globalme Localization,3.7,(26 reviews),0,"Content Development / Language, Private, Foreign MNC, B2B",Private,2003 (21 yrs old),51-200,,http://www.summalinguae.com,Foreign MNC,Small,True,False,False
Agilysys Technologies India,3.6,(125 reviews),361 followers ,"IT Services & Consulting, Internet, Private, Foreign MNC, B2B",Private,1963 (61 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
Intelex Systems,3.6,(10 reviews),139 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2006 (18 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Marsh McLennan,4.0,(558 reviews),743 followers ,"Management Consulting, Insurance, Private, Foreign MNC, B2C, B2B",Private,1871 (153 yrs old),50001-100000,,,Foreign MNC,Large,False,False,True
eCIFM Solutions,4.2,(25 reviews),0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),Nov-50,,http://www.ecifm.com,Foreign MNC,Small,True,False,False
Aptivaa Consulting Solutions,,,0,"Financial Services, Foreign MNC, B2B",,2005 (19 yrs old),,,http://www.aptivaa.com,Foreign MNC,,False,False,False
Axa Technology Services,4.1,(6 reviews),5.4K followers ,"IT Services & Consulting, Foreign MNC, B2B",,1994 (30 yrs old),,,,Foreign MNC,,False,False,False
Centific,3.6,(54 reviews),125 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,,5001-10000,Washington ,https://www.centific.com/,Foreign MNC,Medium,False,True,False
Sulzer,3.9,(388 reviews),414 followers ,"Industrial Equipment / Machinery, Engineering & Construction, Oil & Gas, Private, Foreign MNC, B2B",Private,1834 (190 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Trafigura,,,446 followers ,"Courier / Logistics, Power, Private, Foreign MNC, B2B",Private,1993 (31 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
MSys Technologies,3.9,(113 reviews),445 followers ,"Software Product, Foreign MNC",,2007 (17 yrs old),1001-5000,,https://www.msystechnologies.com/,Foreign MNC,Medium,False,True,False
ProcessMAP,3.8,(33 reviews),0,"IT Services & Consulting, Software Product, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),201-500,,https://www.processmap.com/,Foreign MNC,Medium,False,True,False
CitiusTech,,,7.5K followers ,"IT Services & Consulting, Private, Foreign MNC, B2B, Unicorn",Private,2005 (19 yrs old),5001-10000,,https://www.citiustech.com/,Foreign MNC,Medium,False,True,False
GEA,4.0,(115 reviews),113 followers ,"Food Processing, Foreign MNC, B2B",,1881 (143 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
R Systems International,,,19.8K followers ,"IT Services & Consulting, Analytics / KPO / Research, Public, Foreign MNC, B2B",Public,1993 (31 yrs old),1001-5000,"El Dorado Hills, California",http://www.rsystems.com,Foreign MNC,Medium,False,True,False
Kanini Software Solutions ,4.1,(202 reviews),364 followers ,"IT Services & Consulting, Foreign MNC, B2B",,2003 (21 yrs old),501-1000,"Chennai, Tamil Nadu",https://kanini.com,Foreign MNC,Medium,False,True,False
GroundTruth,,,0,"Advertising & Marketing, Internet, Private, Foreign MNC, B2B, Soonicorn",Private,2009 (15 yrs old),201-500,,,Foreign MNC,Medium,False,True,False
Rackspace Technology,3.9,(523 reviews),2.2K followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Swarovski,4.2,(76 reviews),113 followers ,"Gems & Jewellery, Retail, Private, Foreign MNC, B2C, B2B",Private,1895 (129 yrs old),501-1000,,https://www.swarovski.com/,Foreign MNC,Medium,False,True,False
Cloudstrats Technologies,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2014 (10 yrs old),51-200,,https://cloudstrats.com/,Foreign MNC,Small,True,False,False
Stefanini,,,250 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2002 (22 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Netlink Software,,,181 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Scalable Systems,,,0,"IT Services & Consulting, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,2005 (19 yrs old),Nov-50,,,Foreign MNC,Small,True,False,False
NTT Global Data Centers,,,0,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,,https://www.global.ntt/,Foreign MNC,Medium,False,True,False
KNOREX,4.4,(12 reviews),372 followers ,"Software Product, Furniture & Furnishing, Private, Foreign MNC, B2B",Private,2010 (14 yrs old),51-200,,,Foreign MNC,Small,True,False,False
World Fashion Exchange,3.6,(52 reviews),214 followers ,"Software Product, Textile & Apparel, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),,"Gurgaon/Gurugram, Haryana",https://www.worldfashionexchange.com/,Foreign MNC,,False,False,False
Atlas Jewellery,4.1,(6 reviews),1.9K followers ,"Gems & Jewellery, Consumer goods, Manufacturing, Public, Foreign MNC, B2C",Public,1981 (43 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
Nextogen Technologies,,,235 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2013 (11 yrs old),Nov-50,,,Foreign MNC,Small,True,False,False
Microexcel,3.6,(124 reviews),132 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2001 (23 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Khimji Ramdas,4.0,(240 reviews),200 followers ,"Miscellaneous, Furniture & Furnishing, Textile & Apparel, Private, Foreign MNC, B2C, B2B",Private,1870 (154 yrs old),5001-10000,,,Foreign MNC,Medium,False,True,False
Nokia,4.2,(2K reviews),63.9K followers ,"Telecom / ISP, Private, Foreign MNC, B2C, B2B",Private,1865 (159 yrs old),10001-50000,"Espoo,",https://www.nokia.com/,Foreign MNC,Large,False,False,True
Avery Dennison,4.0,(357 reviews),6.3K followers ,"Textile & Apparel, Private, Foreign MNC, B2B",Private,1995 (29 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
Otsuka Pharmaceutical India Pvt Ltd,4.2,(368 reviews),474 followers ,"Pharmaceutical & Life Sciences, Private, Foreign MNC, B2B",Private,2016 (8 yrs old),501-1000,"Ahmedabad, Gujarat",https://www.otsukapharma.in/,Foreign MNC,Medium,False,True,False
Elevate,,,135 followers ,"Software Product, Private, Foreign MNC, B2B",Private,2011 (13 yrs old),1001-5000,,https://elevate.law/,Foreign MNC,Medium,False,True,False
Zeotap India,4.4,(21 reviews),0,"Software Product, Private, Foreign MNC, B2B",Private,2014 (10 yrs old),51-200,,,Foreign MNC,Small,True,False,False
Invecas Technologies,3.9,(17 reviews),117 followers ,"Engineering & Construction, Private, Foreign MNC, B2B",Private,2014 (10 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Yusen Logistics,4.2,(305 reviews),280 followers ,"Courier / Logistics, Education / Training, Private, Foreign MNC, B2B",Private,1955 (69 yrs old),10001-50000,,,Foreign MNC,Large,False,False,True
NNE,3.8,(80 reviews),5K followers ,"Engineering & Construction, Public, Foreign MNC, B2B",Public,1996 (28 yrs old),1001-5000,"Virum, Denmark",http://www.nne.com,Foreign MNC,Medium,False,True,False
Absolutdata,3.6,(78 reviews),0,"IT Services & Consulting, Analytics / KPO / Research, Private, Foreign MNC, B2B, SaaS",Private,2001 (23 yrs old),201-500,,https://www.absolutdata.com/,Foreign MNC,Medium,False,True,False
Aptean,,,3.9K followers ,"Software Product, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,"Alpharetta, Georgia",http://www.aptean.com,Foreign MNC,Medium,False,True,False
Nutanix,4.0,(131 reviews),7.7K followers ,"Software Product, Internet, Hardware & Networking, Private, Foreign MNC, B2B",Private,2009 (15 yrs old),5001-10000,"San Jose, CA",https://www.nutanix.com/,Foreign MNC,Medium,False,True,False
Lonza,3.7,(27 reviews),249 followers ,"Pharmaceutical & Life Sciences, Chemicals / Agri Inputs, Manufacturing, Private, Foreign MNC, B2B",Private,1897 (127 yrs old),5001-10000,,http://www.lonza.com,Foreign MNC,Medium,False,True,False
Avineon India,3.9,(279 reviews),130 followers ,"IT Services & Consulting, Engineering & Construction, Private, Foreign MNC, B2B",Private,1998 (26 yrs old),1001-5000,,http://www.avineon.com,Foreign MNC,Medium,False,True,False
Columbus Global,4.1,(58 reviews),1.6K followers ,"IT Services & Consulting, Internet, Public, Foreign MNC, B2B",Public,1989 (35 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Yamaha Motor Co,4.2,(1.3K reviews),11K followers ,"Automobile, Industrial Equipment / Machinery, Private, Foreign MNC, B2C, Conglomerate",Private,2007 (17 yrs old),50001-100000,,https://global.yamaha-motor.com/,Foreign MNC,Large,False,False,True
Tarento Technologies,4.0,(96 reviews),939 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2009 (15 yrs old),201-500,Stockholm,https://www.tarento.com/,Foreign MNC,Medium,False,True,False
Emerson,4.2,(391 reviews),40K followers ,"IT Services & Consulting, Electrical Equipment, Industrial Automation, Public, Foreign MNC, B2B, Conglomerate",Public,1890 (134 yrs old),50001-100000,,https://www.emerson.com/en-in,Foreign MNC,Large,False,False,True
Pepper Square,,,213 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2004 (20 yrs old),51-200,,https://www.peppersquare.com,Foreign MNC,Small,True,False,False
RLE INTERNATIONAL ,,,170 followers ,"Auto Components, Analytics / KPO / Research, Private, Foreign MNC, B2B",Private,1985 (39 yrs old),1001-5000,"Bangalore / Bengaluru, Karnataka",http://www.rle.international,Foreign MNC,Medium,False,True,False
Primus Global Technologies,4.1,(582 reviews),265 followers ,"IT Services & Consulting, Logistics / Shipping, Urban Transport, Private, Foreign MNC, B2B",Private,2002 (22 yrs old),1001-5000,,,Foreign MNC,Medium,False,True,False
Springer Nature,3.9,(235 reviews),10.7K followers ,"Printing & Publishing, Emerging Technologies, Private, Foreign MNC",Private,1842 (182 yrs old),10001-50000,"Berlin, Germany",,Foreign MNC,Large,False,False,True
BrandMuscle,,,136 followers ,"IT Services & Consulting, Private, Foreign MNC, B2B",Private,2000 (24 yrs old),501-1000,,,Foreign MNC,Medium,False,True,False
iBASIS,,,238 followers ,"Telecom / ISP, Foreign MNC, B2B",,,,"Lexington, Massachusetts",https://ibasis.com/,Foreign MNC,,False,False,False
